Pidgin Tweets,Sentiment
why i wan continue di business - chairmo of kano 'torture houses',negative
fire destroy 47 shops for maiduguri gsm market,negative
maids for sale inside silicon valley internet slave market,negative
"""i dey sleep wit 15 men every day to pay my madam""",negative
"lagos landlord or house agent don do you strong tin before? ""na like 268 pipo na im one estate agent dupe for ketu-alepere… and about one month ago, anoda one dupe 70 pipo for gbagada ontop 5-bedroom house""",negative
man wey use to attack chop five years for,negative
how anglophone crisis di make pipo pay four taims de amount for travel,negative
nigerians dey eat eired rice - customs boss hameed ali,negative
"liverpool vs arsenal match, arsenal fans don tire for emery",negative
find out wia efya drop from on dis week love for dogs na on anoda level on plus see di full video,negative
atiku tweet to 'disappoint' pipo wey tink say supreme court don break im spirit,negative
president biya send sorry message to pipo ontop bafoussam landslide wey die bodi dem reach 42,negative
: authorities say deh komot 37 die bodi dem,negative
ground don slid bury twenty pipo for bafoussam west region,negative
accra floods: small rain noor accra-tema motorway too start dey flood,negative
southampton players wey lose 9-0 to leicester dash charity dia salary,negative
‘man wey enter abu female hostel get mental problem’,negative
pipo dey treat niger delta development commission like atm - akpabio,negative
dey for shock afta surprise die for mayor for ekema patrick,negative
president trump don confam say us operation inside syria kill isis leader abu bakr al-baghdadi,negative
how selfie help reveal pikin wey 'nurse tiff' for 1997,negative
give awara technical knockout for supreme court,negative
kanye west disappoint im fans again,negative
: death of 20 yrs undergraduate for university of jos wey drunk driver hit,negative
rice no dey market sake of nigeria border closure - trader,negative
"nusrat jahan raf report sexual harassment, dem burn her to death",negative
pikin wey dem born for 22 weeks of pregnancy 'go fit survive',negative
cameroon return ova 500 central african refugees back for dia kontri,negative
"e go be!' wit ontop dis week episode of 'question till mouth pain you' from sex for roles, to her age, to love...we get di full ansa! full video:",negative
ussd charges wey provoke millions of nigerian mobile phone users,negative
"student wey tear bible to do ""satanic artwork' for south africa make pipo para",negative
cameroon army arrest suspect for police weh deh cut e head for bamenda,negative
lagos goment sama 37 traffic offenders 100-hour community service,negative
nigerian correctional service say dem no get intention to arrest fisayo soyombo but plan dey to chook eye inside accuse of wuru-wuru for ikoyi prison.,negative
erika lust say most of di sex wey dey online dey show one side version of porn.,negative
port harcourt 'serial killer suspect' don plead guilty to murder,negative
why sheffield united defeat dey pepper arsenal fans for bodi,negative
"places like many parts of ikoyi, victoria island and oworoshoki dey flood and still fit flood more",negative
"sights and scenes from lagos, nigeria. as flooding still dey cause kasala up and down, we dey ask say goment don do wella to prepare for dis mata?",negative
police oga wey kidnappers gbab regain im freedom afta im spend one night with di jaguda pipo.,negative
"more dan 20,000 pipo don run comot dia house for niger afta floods take ova.",negative
"""na on sunday e happun, me and dele giwa bin dey chop akara"" ""at dat time, im pikin billy carri parcel wey pesin bin dump for gate come enta di room wia we dey. di parcel resemble book wey get hard cover &amp; bin get address say e come from cabinet office.""",negative
"or abi : whoelse dey imagine how long? full tori dey hia uk parliament: ""because of you we sidon for di first saturday in 37 years"" pm boris johnson: ""me a-don tok my own, i no go negotiate a delay wit eu""",negative
": uk parliament disappoint boris johnson, vote to delay brexit",negative
at least 28 pipo don die for days heavy rain wey flood upper east,negative
"pipo don lose property wey worth millions of naira for di ochanja, onitsha market fire. one of di victims tell us say she no do insurance.",negative
nipost oga say di organisation dey work to flush out di bad eggs wey dey di company.,negative
police don file case against main suspect for port harcourt hotel killing,negative
"rights group condemn kidnap, beating, cutlass wounds for cdc tiko workers",negative
27 year old patrick day die for hospital four days afta im suffer brain injury for charles conwell fight,negative
"buhari sad, nigerians say ""we dey on awa own"" ontop onitsha market fire inside anambra",negative
cameroon lebialem fons say insecurity increase afta national dialogue,negative
buhari cancel business class travel for public officers but top-top oga dem go still enjoy.,negative
fuel tanker elosion destroy tins for ochanja market onitsha,negative
rapist read poem give im seven-year-old victim inside court,negative
nlc strike for minimum wage: nigeria workers strike fit no hold today,negative
"flooding for rumuokwurushi community for rivers state, nigeria, don pursue pipo comot dia house.",negative
"nigerians para for n3,000 national id card renewal money",negative
bulgarian football president borislav mihaylov don resign.,negative
cameroon take bus to nigeria for first international rugby competition,negative
"yasuke, di first foreign-born man to become samurai warrior.",negative
nigeria border closure don helep us seize pass n1.4 billion items - fg,negative
‘ah swear say no pikin go suffer laik me afta deh abuse me’-nsono,negative
"press freedom: tori pipo dey face jail, abuse for nigeria- amnesty int'l",negative
"ghana govment den telco's face over communication service tax deductions, data eiry",negative
passenger slum and die for lagos airport afta e hear bad news,negative
four pipo die for magodo building collapse as heavy rain worry lagos,negative
buhari wedding tori no be true',negative
"under dis law, anybody wey involve or promote homosexuality go face di death penalty.",negative
brazil vs senegal: neymar fail to win for im 100th cap,negative
ngũgĩ wa thiong'o failure to win 2019 nobel prize for literature shock pipo,negative
world mental health day: anglophone idp pikin dem di share dia tori for heal,negative
"""dis go make am seven juju in two months for our cemetery""",negative
"global fund: risk sanction for fcfa 20bn delay contribution for /aids, ,",negative
unilag don suspend di second lecturer inside di feem,negative
drama for court over cameroon blogger paul chouta case.,negative
"""me too be victim of sexual harassment during my university days"" : na di wife of govnor for south west nigeria",negative
di kain coffins wey paa joe dey make get as dem be because some of demma resemble tins wey we dey for daily life but dis 72 year old ghanaian artist style dey honor di tradition of 'abeduu adekai'.,negative
"great journalism by for the ee. beyond being suspended, the lecturer should be tried under th…",negative
sex for grades: university of ghana don ban prof ransford gyampo den dr paul kwame butakor,negative
